,reference,eval,EC,enzyme_name,reaction,description,temperature,ionic_strength,p_h,p_mg,default_ionic_strength,standard_dg_prime,balance,weight,decompose,standard_dg,stoichiometry,reaction_id,standard_dg_cc,standard_dg_rc,standard_dg_gc
951,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.474,7.4,0.86,False,2.807655599864252,True,1.0,,46.71485979575158,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
952,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.7040000000000001,7.4,0.52,False,4.221252660642359,True,1.0,,48.36444819924014,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
953,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.723,7.4,0.64,False,3.0927544206762807,True,1.0,,47.251318419277965,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
954,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.28800000000000003,6.4,2.28,False,1.2863684994639364,True,1.0,,42.75253443390902,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
955,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.777,6.4,0.43,False,3.751442994748446,True,1.0,,46.33739358140483,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
956,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.268,7.4,1.42,False,1.692706619550028,True,1.0,,45.23905046675366,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
957,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,1.65,7.4,0.01,False,5.23265979050109,True,1.0,,49.829971603239066,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
958,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.013000000000000001,7.4,2.91,False,-1.1017653749316212,True,1.0,,40.668378962668044,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
959,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.25,7.4,2.3,True,1.2409818989160712,True,1.0,,44.742140404522964,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
960,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.47200000000000003,7.4,0.86,False,2.8778922354542025,True,1.0,,46.78250138847334,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
961,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.47200000000000003,7.4,0.86,False,2.8778922354542025,True,1.0,,46.78250138847334,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
962,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,1.67,7.4,0.7,False,1.678031592442228,True,1.0,,46.28117991024039,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
963,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.48200000000000004,6.4,0.76,False,3.347093073110625,True,1.0,,45.403391467349635,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
964,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.748,7.4,0.43,False,4.784350131055645,True,1.0,,48.962429991845845,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
965,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.258,7.4,1.88,False,0.3450393884702828,True,1.0,,43.86669212646177,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
966,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.013000000000000001,7.4,3.14,False,-1.3436770345426228,True,1.0,,40.426467303057045,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
967,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.09300000000000001,7.4,2.9,False,0.6315277923249052,True,1.0,,43.4849406986699,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
968,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.28600000000000003,7.4,1.23,False,2.6152655874660837,True,1.0,,46.203676186285925,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
969,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,3.15,7.4,-0.03,False,5.49142970099123,True,1.0,,50.37768228698913,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
970,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.21600000000000003,8.4,1.13,False,3.290351055017182,True,1.0,,47.12295518768726,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
971,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.17,7.4,2.69,False,2.011661059488051,True,1.0,,45.25978784793337,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
972,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.012,7.4,3.14,False,-1.1489596875681805,True,1.0,,40.58729200731827,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
973,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.25,7.4,2.3,True,1.3710819308354392,True,1.0,,44.87224043644233,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
974,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.183,8.4,1.99,False,0.8695897248774312,True,1.0,,44.62448746755092,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
975,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.298,6.4,2.28,False,1.65376473341604,True,1.0,,43.159052482254886,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
976,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.28300000000000003,7.4,2.29,False,1.4857256714283227,True,1.0,,45.06732505777855,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
977,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.282,7.4,1.25,False,2.7770672298662737,True,1.0,,46.35637901859778,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
978,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.284,6.4,1.63,False,0.6864806653437762,True,1.0,,42.13662954509443,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
979,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.276,7.4,2.11,False,1.0370114329387499,True,1.0,,44.60241287007143,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
980,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.395,7.4,0.88,False,3.6092002096476357,True,1.0,,47.403280811449676,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
981,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.22699999999999998,8.4,3.3,False,2.1083889587694444,True,1.0,,45.96441495917269,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
982,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.22699999999999998,8.4,3.3,False,2.1083889587694444,True,1.0,,45.96441495917269,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
983,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.654,8.4,0.43,False,4.65129123407422,True,1.0,,49.00835862138082,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
984,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.129,7.4,1.53,False,1.0864515146944345,True,1.0,,44.1529317287906,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
985,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.012,7.4,2.9,False,-0.7065669045200912,True,1.0,,41.02968479036636,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
986,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.25,7.4,2.3,True,1.7928263625887175,True,1.0,,45.293984868195615,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
987,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,1.55,7.4,0.7,False,1.5917612195599478,True,1.0,,46.15851360287725,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
988,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.191,8.4,2.29,False,1.5358725378123546,True,1.0,,45.31074738622359,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
989,74LAN,A,2.7.4.3,adenylate kinase,"2 Compound(id=10, inchi_key=XTWYTFMLZFPYCI-KQYNXXCUSA-K) = Compound(id=3, inchi_key=GPRLSGONYQIRFK-UHFFFAOYSA-N) + Compound(id=6, inchi_key=ZKHQWZAMYRWXGA-KQYNXXCUSA-J) + Compound(id=17, inchi_key=UDMBCSSLTHHNCD-KQYNXXCUSA-L)",2 ADP(aq) = AMP(aq) + ATP(aq),298.15,0.263,7.4,1.88,False,0.6864806653437762,True,1.0,,44.22060352519471,"{10: -2.0, 17: 1.0, 6: 1.0, 3: 1.0}",-7562599798093915018,44.71925189591843,44.71925189591934,44.698125396257865
990,66THO/NAN,C,4.2.1.3,aconitate hydratase,"Compound(id=74392, inchi_key=ODBLHEXUDAPZAU-UHFFFAOYSA-K) = Compound(id=123, inchi_key=KRKNYBCHXYNGOX-UHFFFAOYSA-K)",isocitrate(aq) = citrate(aq),298.15,0.25,7.4,,True,-6.115028803811667,True,1.0,,-6.115179012288731,"{74392: -1.0, 123: 1.0}",7250593312195052843,-7.627473708326079,-7.627473708326988,-6.528466023773859
991,69FAN/FEI,B,5.1.3.5,UDParabinose 4-epimerase,"Compound(id=806, inchi_key=DQQDLYVHOTZLOR-OKQNPRBNSA-L) = Compound(id=270, inchi_key=DQQDLYVHOTZLOR-OCIMBMBZSA-L)",UDP-L-arabinose(aq) = UDP-D-xylose(aq),303.15,0.25,8.0,,True,-0.5621379905973013,True,1.0,,-0.5621379905973013,"{806: -1.0, 270: 1.0}",-2942428367354874008,-0.13422121180474278,-0.13422121179704832,0.0
992,66THO/NAN,C,4.2.1.3,aconitate hydratase,"Compound(id=74392, inchi_key=ODBLHEXUDAPZAU-UHFFFAOYSA-K) = Compound(id=5, inchi_key=XLYOFNOQVPJJNP-UHFFFAOYSA-N) + Compound(id=764, inchi_key=GTZCVFVGUGFEME-IWQZZHSRSA-K)",isocitrate(aq) = cis-aconitate(aq) + H2O(l),298.15,0.25,7.4,,True,1.4812167957526448,True,1.0,,1.4807555225013729,"{74392: -1.0, 764: 1.0, 5: 1.0}",-2120778417288022237,0.696295667359891,0.696295667354093,-3.0547038443185386
